Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
308,1,4,6,5,3,5,1,4,1,2,3,5,6,3,2,5,4,1,5,3,4,5,11,8091
72,5,1,5,5,3,2,4,2,5,2,3,3,6,3,2,5,3,2,5,2,4,4,4,1026
374,2,2,3,3,2,3,6,4,4,3,5,4,1,4,2,3,3,3,4,2,4,4,0,3671
66,4,1,4,2,2,2,5,3,2,3,3,4,4,3,2,3,2,3,5,4,5,3,5,862
1407,5,2,1,2,3,2,4,2,1,2,4,3,1,4,3,5,3,2,3,1,5,3,9,51932
460,3,4,4,1,3,4,4,4,1,5,3,3,2,5,1,2,4,3,5,1,4,3,2,5001
841,5,2,3,3,2,3,1,5,4,3,2,1,5,5,3,4,3,3,6,3,5,4,1,12903
648,2,2,5,5,3,2,3,4,1,3,2,1,5,4,4,2,4,3,4,1,3,5,10,11887
488,4,4,5,5,2,5,5,3,2,1,3,4,4,4,2,3,2,2,5,5,5,5,5,6691
1927,5,1,2,4,3,4,5,4,4,4,3,5,2,4,3,3,3,4,6,3,4,3,0,40547
267,3,2,1,3,2,1,1,5,4,3,1,5,2,3,4,5,4,5,5,2,6,2,2,5693
1278,4,3,5,2,5,3,6,5,3,2,3,4,1,2,4,5,1,2,4,4,4,3,4,26994
1558,1,3,1,4,4,5,2,2,2,2,3,4,4,4,2,4,3,5,4,4,4,4,4,97691
1836,2,3,4,6,2,4,4,1,2,2,2,1,2,4,3,4,5,3,5,1,6,2,17,330368
1157,4,3,1,4,3,4,5,4,2,3,3,1,4,3,5,2,5,4,3,1,5,5,6,19312
599,3,4,2,4,4,4,6,1,3,2,3,1,3,3,4,3,3,1,4,3,4,2,3,46602
1422,3,2,2,2,3,5,5,1,1,1,4,6,3,4,2,3,4,1,5,1,4,5,12,77136
1080,3,5,4,5,4,4,2,4,4,3,4,2,3,3,4,6,2,5,3,5,6,2,6,36294
551,2,5,3,5,3,3,4,2,3,2,4,5,5,2,2,5,3,2,5,3,5,2,4,11035
906,2,2,3,4,4,1,2,3,5,4,3,6,2,3,1,4,5,4,6,2,6,2,4,8735
510,3,3,1,3,5,1,4,2,4,4,3,1,2,3,2,3,3,5,3,2,5,3,0,7505
1571,3,3,5,3,4,4,4,4,2,2,2,2,6,3,4,2,3,3,5,2,5,2,3,36272
196,1,5,6,4,5,3,3,3,5,2,3,5,3,4,2,2,4,3,4,4,5,4,3,1271
1860,3,2,6,2,2,2,2,4,2,2,2,4,1,3,4,3,1,4,5,4,6,2,17,69059
1789,1,2,2,4,3,3,2,4,3,4,4,6,4,4,3,5,2,2,4,5,4,3,8,66917
1322,4,3,1,2,4,1,2,4,4,4,5,5,4,3,3,6,2,2,3,4,6,3,2,17502
271,2,3,4,1,4,2,4,4,4,5,4,6,3,4,4,3,3,2,5,5,4,2,1,1982
1662,2,3,4,1,3,4,4,3,2,1,4,5,3,5,4,5,4,4,5,5,4,2,4,42421
67,2,4,3,4,3,2,5,3,5,3,1,3,5,2,4,3,4,3,6,2,3,3,2,472
291,4,2,3,1,3,3,4,3,2,4,2,3,5,4,2,3,3,3,6,3,6,2,5,5136
1539,5,2,6,4,4,2,4,1,4,5,2,5,2,3,3,4,4,2,6,1,4,4,2,30537
1368,1,2,5,3,5,3,4,4,2,2,3,5,1,3,4,5,2,4,4,5,6,4,16,93288
1260,1,4,3,4,5,1,1,5,3,2,3,1,2,3,4,4,3,2,3,4,4,2,10,41710
486,4,4,4,2,5,4,4,3,3,2,2,3,4,4,2,6,5,1,4,4,4,2,0,12030
1093,5,2,1,3,5,4,4,1,2,5,4,5,4,4,1,3,1,2,4,3,5,3,12,41038
1690,5,4,4,4,5,2,2,3,3,5,2,2,6,3,4,4,2,3,5,1,5,3,3,64107
967,2,2,4,4,3,2,1,2,5,3,4,1,3,2,2,3,2,3,4,4,5,4,5,20339
539,4,4,5,3,4,4,4,2,3,3,5,3,6,2,5,4,1,3,6,1,5,3,10,15578
1965,2,4,5,4,3,1,5,3,5,1,1,3,4,4,4,4,3,5,5,6,3,5,3,22305
28,1,2,3,1,3,5,4,3,3,2,2,4,2,5,2,3,5,1,4,2,5,1,7,845
577,1,2,2,6,4,2,3,1,4,3,5,3,5,5,5,3,3,5,4,5,4,2,14,14801
1643,2,1,5,5,3,3,3,4,4,5,2,5,5,4,4,3,3,5,3,4,4,2,3,28792
1711,4,1,6,3,5,3,2,2,4,1,3,5,4,3,5,6,3,3,6,2,5,4,7,99887
1281,5,2,4,3,4,2,4,4,4,4,4,4,2,3,5,3,5,3,5,3,5,5,0,8505
346,5,2,5,5,5,5,5,3,1,4,4,1,5,3,4,4,3,3,5,5,3,3,9,7572
626,4,3,1,4,3,5,4,4,2,4,5,6,6,4,2,2,4,1,6,5,5,4,4,5658
1322,2,4,3,1,3,5,5,2,2,4,2,5,4,4,4,3,5,4,4,3,5,4,5,20902
424,2,1,5,5,2,2,4,3,2,2,4,2,4,2,3,2,3,3,3,1,5,2,7,8628
55,5,4,3,1,5,4,5,2,4,2,3,4,4,3,2,5,3,2,4,4,6,2,2,854
231,1,1,3,5,4,2,5,3,2,4,4,2,6,3,2,4,5,2,4,4,6,2,13,5704
1099,4,3,2,5,4,2,5,2,2,3,1,4,5,3,5,6,3,5,5,2,4,4,8,47056
816,1,1,2,5,5,2,5,2,4,5,2,1,6,3,5,6,2,3,4,5,6,2,34,58479
1433,3,4,3,2,3,3,2,1,4,2,4,2,4,2,4,6,4,2,4,6,4,4,4,22189
53,2,3,1,5,4,2,3,1,5,2,4,6,4,2,4,3,4,4,3,6,5,3,2,426
1853,4,4,4,6,2,4,4,4,4,4,4,2,2,3,2,3,3,4,6,1,6,3,2,40969
720,4,4,3,2,3,3,4,4,5,4,1,2,5,5,2,4,3,4,3,3,3,4,2,6120
1793,4,3,3,1,5,3,3,3,1,1,2,4,6,5,2,6,3,1,3,1,3,3,7,89095
1631,2,4,5,4,4,2,3,2,5,5,3,3,1,4,3,3,4,2,5,3,3,3,0,22430
286,2,3,5,4,4,5,3,2,5,2,3,2,4,5,4,4,1,4,3,2,4,5,12,10944
1495,2,3,6,4,5,4,2,3,4,3,4,6,3,5,1,6,2,3,5,3,5,3,6,58635
1091,3,3,3,4,3,4,6,3,1,3,5,4,3,5,5,3,3,2,5,5,5,2,12,44883
415,3,4,6,6,5,2,3,4,1,1,5,2,6,5,3,4,2,4,6,2,3,2,17,10630
646,2,3,3,3,4,2,2,3,4,4,3,4,3,4,2,6,3,3,4,3,3,4,1,10250
1229,4,2,3,2,4,4,4,2,3,3,3,4,6,4,1,5,2,3,4,5,4,3,2,12399
361,2,3,4,2,3,2,4,5,2,5,2,1,3,4,2,4,2,4,6,6,6,5,13,5209
1467,3,5,6,2,5,4,1,1,3,4,4,5,5,4,2,5,3,4,4,3,5,5,2,10402
1967,3,4,6,6,2,4,4,2,4,2,3,3,2,4,5,2,4,3,4,5,5,4,2,66935
1334,4,5,3,5,2,4,2,4,2,3,4,3,5,2,3,4,2,1,4,2,5,2,6,44219
847,2,2,2,6,4,1,5,5,2,3,4,4,6,2,4,5,2,3,5,3,4,5,12,23700
1870,1,5,2,1,3,3,4,1,1,3,2,6,6,5,4,3,4,5,3,1,6,4,19,51696
1045,1,1,2,1,4,2,2,3,2,2,4,3,3,2,2,4,3,2,4,4,5,3,6,36950
953,2,4,3,4,3,4,6,5,4,1,4,5,2,4,3,2,2,2,5,6,5,4,3,10854
326,1,5,1,3,3,2,6,3,3,4,3,2,6,3,3,4,1,3,6,3,3,1,17,6213
1932,3,2,3,3,2,3,6,4,2,5,4,6,2,3,2,3,3,1,5,2,6,3,7,30636
445,5,5,4,2,5,3,4,4,2,2,2,5,5,4,4,5,1,3,5,2,5,3,12,10208
353,5,4,3,1,2,3,2,2,4,3,2,5,3,4,4,2,4,1,5,1,3,4,1,4244
484,3,4,6,4,4,5,5,3,4,1,4,2,3,4,3,6,2,2,3,1,5,2,3,21688
711,3,3,3,1,3,2,1,1,4,3,3,1,4,3,3,5,2,3,3,5,3,2,5,11760
1355,2,3,2,6,5,4,2,4,5,4,4,5,4,3,3,4,1,2,6,4,5,2,15,70293
978,5,3,3,4,5,4,2,2,2,3,2,1,4,3,4,4,2,3,5,2,3,2,8,70392
175,4,2,1,3,4,1,4,3,2,2,1,3,4,3,3,5,1,1,4,1,4,3,13,11972
1768,1,4,4,3,4,3,3,2,4,2,1,6,5,2,2,5,2,3,4,6,5,2,9,28718
791,1,2,2,3,2,2,3,2,4,4,4,4,3,3,2,4,3,5,6,6,4,1,7,8624
1502,2,2,6,5,5,4,2,3,5,4,3,6,4,5,3,3,2,4,6,4,5,2,9,67246
1055,3,1,4,6,5,4,2,4,4,3,5,3,4,3,5,2,2,1,5,3,6,4,10,52805
996,2,4,5,5,5,2,3,5,3,5,4,5,2,2,3,3,3,3,3,5,3,4,0,6430
1652,4,3,1,4,3,2,2,2,5,3,1,5,2,3,5,4,4,3,4,5,4,3,0,49033
950,2,2,4,6,3,4,3,3,3,3,3,3,6,3,2,2,2,1,5,2,6,2,15,63028
1538,2,2,2,3,4,2,6,2,4,2,4,6,3,3,3,5,4,3,5,3,5,5,3,38875
625,3,3,4,5,3,5,2,2,2,1,2,3,2,3,4,6,3,4,6,6,4,1,11,89637
691,3,3,5,1,2,2,3,2,4,2,1,5,6,3,4,4,5,4,5,4,5,4,0,6030
1183,3,5,6,3,4,3,2,2,4,5,3,5,6,3,4,6,4,5,4,5,6,5,2,8972
406,2,2,4,2,3,4,1,5,1,1,1,4,5,3,2,3,4,2,4,4,4,2,3,10693
931,3,4,4,5,4,4,5,5,4,5,1,2,3,4,4,5,5,4,5,4,4,4,1,18348
717,2,3,4,5,4,1,5,3,5,5,2,2,4,3,1,6,1,2,6,5,4,4,12,7258
853,4,3,2,1,3,1,5,3,4,2,3,5,4,2,4,2,3,3,3,6,5,2,0,4577
1805,4,3,6,5,2,1,3,1,3,2,3,4,6,3,3,3,5,4,6,1,5,4,1,16267
1105,5,4,3,5,4,4,2,3,4,3,3,3,6,3,3,5,3,4,4,2,5,4,0,18737
1093,4,4,5,4,4,3,5,3,3,2,5,2,3,5,5,4,5,2,5,4,4,3,2,30464
1892,2,2,3,3,2,2,5,3,1,1,3,3,6,3,1,4,4,2,4,3,6,2,9,49022
657,2,2,6,3,3,4,4,4,2,1,1,5,2,2,1,5,3,1,3,2,4,2,3,25729
21,3,2,3,1,4,4,3,4,3,3,1,5,4,5,2,4,5,1,5,5,4,1,1,402
589,3,3,3,3,4,4,6,2,2,5,5,6,4,4,1,5,4,4,4,4,4,5,3,3376
479,3,3,1,4,4,4,4,1,3,4,3,3,6,3,3,5,4,5,4,4,4,2,2,9550
1161,3,1,3,2,2,2,5,5,2,3,2,3,4,4,4,6,1,1,5,4,6,5,22,40313
356,1,2,6,2,3,2,2,2,2,2,5,3,3,3,3,4,3,4,6,2,4,3,9,7832
1984,5,3,4,3,4,2,3,4,3,1,2,6,5,2,2,4,4,4,5,5,6,4,1,16302
703,2,3,6,6,5,4,4,4,3,5,2,2,3,3,1,4,1,3,5,1,4,4,16,30577
390,2,5,2,5,3,5,4,3,3,1,4,5,3,5,2,6,3,5,3,3,5,5,2,9340
1536,5,2,1,4,2,5,2,3,4,5,4,2,1,2,1,4,1,1,5,6,3,2,4,26426
361,3,3,4,5,4,2,3,4,1,2,5,6,2,2,1,4,2,4,4,5,6,3,15,4505
1718,2,5,2,6,3,2,5,4,2,2,5,1,2,3,3,3,2,3,4,3,4,4,10,27682
468,2,4,6,5,5,2,1,3,1,4,3,2,4,3,2,3,2,4,6,2,4,5,13,15609
846,2,2,2,5,3,2,5,1,3,3,4,5,2,5,1,6,2,2,4,2,4,5,12,40048
1851,4,3,3,4,4,1,1,5,5,1,4,2,5,2,2,3,4,4,5,5,6,2,0,25039
410,3,2,4,3,3,3,3,5,3,2,2,2,4,3,4,4,4,5,6,2,3,5,2,6849
1735,4,5,3,2,2,4,3,5,5,3,2,1,3,5,4,4,2,4,3,2,5,1,10,35755
891,5,2,1,4,3,3,2,5,2,3,5,5,3,4,2,3,3,4,4,2,3,2,0,9354
444,1,1,2,3,2,4,1,1,5,5,5,6,2,3,5,4,4,4,5,4,5,4,9,6877
191,5,3,2,3,3,2,2,3,2,3,4,2,5,2,4,5,2,3,5,1,5,2,6,5437
1561,1,4,5,5,3,2,4,5,2,3,4,1,4,2,5,3,4,3,5,3,4,5,17,22489
68,1,2,2,3,4,3,3,4,5,3,2,5,3,2,1,3,4,4,4,1,6,5,5,447
586,3,1,4,4,5,4,4,2,3,2,3,3,5,5,2,4,4,2,5,2,6,2,4,41017
628,1,3,5,3,3,3,5,5,3,3,3,4,1,3,1,5,3,1,3,4,3,5,0,6465
1102,2,5,3,3,4,1,4,3,2,3,4,2,5,2,3,5,2,4,6,2,4,2,5,20363
175,2,2,6,2,4,2,3,4,4,3,1,3,6,4,1,2,3,2,3,3,3,4,1,799
1532,3,4,4,5,5,2,2,3,4,3,4,2,2,3,3,3,3,4,4,5,6,5,1,16828
1817,5,4,3,2,4,5,5,3,1,1,1,6,6,4,2,5,3,4,5,5,4,1,12,33730
1192,4,4,5,6,2,2,1,3,4,3,1,6,4,4,4,5,3,2,5,6,4,2,4,24486
1342,2,2,2,4,3,1,2,2,4,3,2,2,6,4,3,4,1,5,3,5,5,5,12,22787
1225,2,4,3,6,4,3,4,3,2,4,2,3,6,4,4,3,5,2,4,2,4,1,11,69359
265,4,5,2,1,3,4,2,4,4,4,3,3,2,2,2,5,2,4,5,2,4,4,0,1696
1268,3,2,2,4,3,5,4,3,2,3,4,6,1,5,3,6,4,1,5,4,5,5,6,86232
1196,1,5,1,1,4,3,5,1,3,2,1,4,2,2,4,2,1,2,4,6,6,1,28,41275
1719,4,2,2,3,3,5,5,3,5,3,4,5,1,4,1,2,2,4,5,5,4,3,0,21074
742,4,3,5,3,5,1,2,4,3,2,2,2,4,5,2,3,1,4,5,4,6,3,12,16471
1799,3,3,2,5,4,2,6,3,4,4,1,1,2,4,3,3,2,2,3,4,4,4,5,60521
379,4,4,3,4,5,1,4,4,1,5,4,4,2,4,4,5,3,1,6,4,4,4,9,6419
817,3,3,3,5,3,1,4,1,3,3,1,4,2,4,4,2,3,4,3,5,4,5,2,15151
1991,3,5,3,3,3,1,6,2,2,2,2,5,4,4,2,2,1,3,5,5,3,4,9,18159
1420,2,2,3,3,4,5,4,2,5,2,4,2,2,4,3,4,2,2,5,3,5,5,4,104680
791,3,1,4,4,5,5,4,4,5,2,2,2,5,3,2,5,4,5,5,1,5,4,3,20407
1843,3,3,4,4,4,2,3,3,2,2,5,5,2,4,1,5,3,2,6,1,6,5,8,56300
1036,1,3,5,3,3,4,3,5,1,2,4,5,4,2,2,5,3,4,5,6,4,5,9,7116
630,1,3,2,5,2,4,5,5,3,4,4,1,4,5,1,3,1,4,5,5,4,5,18,8485
40,4,3,6,6,3,3,3,4,3,3,2,3,2,4,4,5,4,4,5,2,4,2,2,820
1969,2,2,5,5,3,2,5,4,4,3,2,5,3,4,2,4,4,5,5,3,5,2,3,32544
450,3,1,5,5,2,5,1,3,1,3,4,4,4,4,3,4,4,4,6,2,6,2,18,30401
1184,5,5,2,6,4,3,4,3,3,3,2,3,4,2,2,2,5,4,5,6,4,5,0,7139
993,5,2,1,2,5,2,2,4,1,5,3,4,2,3,3,2,5,3,4,4,5,5,4,6251
1335,2,3,3,5,4,2,1,1,3,4,4,4,4,2,4,5,4,1,3,2,3,3,5,58613
1107,1,2,4,5,3,5,2,3,4,2,5,5,4,3,3,3,4,2,5,5,5,3,6,36939
690,2,1,2,2,5,3,5,1,4,3,3,5,6,4,2,5,2,4,6,1,4,3,12,14681
21,2,4,5,2,3,3,6,2,5,4,4,4,5,3,2,5,2,3,5,5,6,4,6,133
170,5,5,4,6,3,2,2,2,5,5,1,2,5,3,1,5,2,1,4,4,5,2,7,2512
1009,2,2,2,6,2,4,5,2,2,4,1,2,3,2,1,5,1,2,5,1,4,2,30,87006
1290,1,1,2,1,4,4,3,2,2,3,3,3,3,5,3,5,4,4,6,3,4,4,11,106734
1365,1,2,4,4,4,3,5,3,3,5,3,1,3,3,1,5,4,2,3,4,3,4,3,21557
931,2,2,2,4,3,3,3,2,2,2,1,1,5,3,2,3,3,3,5,4,4,2,5,59533
812,4,4,5,1,4,4,2,4,1,4,5,5,3,3,1,5,4,2,3,3,5,5,3,4112
1554,2,4,3,2,5,2,4,1,4,1,1,4,1,4,5,3,2,3,5,2,5,4,10,135031
1436,2,5,6,5,5,2,2,4,3,5,3,3,5,5,2,4,4,3,5,2,5,4,2,24704
1051,2,3,5,3,4,3,1,4,1,4,4,5,2,5,1,4,3,2,5,1,5,4,9,41330
1071,3,2,4,2,5,4,3,4,4,5,2,3,3,5,2,2,2,4,6,5,6,4,7,22625
1798,3,4,6,2,3,4,4,4,5,5,3,2,4,5,3,6,1,2,5,6,5,3,6,41117
617,5,2,4,2,3,2,2,4,3,4,1,1,5,2,1,4,2,3,4,6,3,3,3,3242
1180,3,3,5,3,3,3,2,1,2,4,3,6,2,2,2,2,1,2,5,3,4,1,14,22717
1621,2,4,1,4,5,2,1,2,5,3,5,2,2,3,4,6,4,3,6,5,5,3,6,112851
1536,3,1,5,5,5,3,1,5,2,4,2,5,6,3,1,5,4,4,5,3,3,5,4,18987
1543,5,3,4,1,4,2,3,3,2,4,3,6,5,4,2,5,4,4,4,4,5,3,2,13281
715,2,4,3,5,5,4,5,2,5,1,3,3,3,3,2,6,2,4,3,5,5,2,7,35355
1746,2,1,4,2,5,2,3,4,3,5,3,6,6,3,4,4,3,5,5,5,6,1,11,29657
1762,3,2,6,2,4,2,2,2,2,1,1,4,3,4,3,4,1,2,4,3,3,5,12,70534
1937,1,5,1,1,5,1,2,2,3,5,2,5,3,5,4,5,3,2,3,4,5,4,6,72933
1549,5,2,6,6,4,4,4,3,1,3,5,5,4,4,5,4,2,4,4,2,5,3,20,63457
966,5,3,5,2,3,2,4,3,4,5,3,2,5,3,2,6,5,4,6,3,5,2,1,4247
1900,3,4,4,3,5,1,2,3,2,4,5,5,3,3,3,4,5,4,5,3,4,4,1,18636
1903,4,3,6,2,4,4,2,3,2,4,4,3,3,5,2,4,2,4,6,5,4,3,3,16099
1885,1,1,5,2,4,2,4,2,5,3,2,5,5,5,5,4,3,2,5,2,4,5,11,67238
750,3,3,2,5,5,2,4,4,1,2,4,4,3,4,4,3,5,3,5,2,6,2,13,46734
4,5,4,5,3,2,2,5,5,3,2,3,5,3,3,3,6,4,2,4,2,3,5,0,11
93,2,2,4,5,3,2,5,4,1,4,5,2,1,4,4,5,1,5,6,3,3,2,27,2583
1993,1,1,6,2,4,1,3,1,2,3,4,2,4,3,1,5,1,5,4,1,5,5,27,26807
106,3,2,3,5,2,4,5,4,5,4,3,2,3,4,1,6,1,4,4,5,5,2,12,2196
1178,5,4,5,2,3,3,1,3,4,4,2,4,6,3,5,2,1,3,4,4,3,2,4,8714
1140,4,2,3,5,3,3,4,1,2,2,2,6,5,3,2,4,2,1,4,4,4,3,10,43095
495,3,3,4,6,5,4,4,3,3,1,1,2,3,4,4,3,3,4,5,3,4,1,10,37704
505,3,1,3,3,5,2,4,1,1,3,3,6,1,2,2,5,1,5,4,6,5,4,26,14033
1272,4,4,3,2,3,2,1,2,3,1,2,6,2,3,2,3,3,1,4,5,3,4,0,16939
1547,4,5,3,2,4,5,5,3,5,2,3,5,3,2,3,5,4,1,4,2,6,2,1,33969
1141,2,2,2,4,2,2,4,2,3,2,4,3,5,3,4,5,2,4,4,2,3,4,4,38791
619,4,1,3,3,3,2,5,3,4,2,2,2,3,4,4,5,2,3,3,3,3,4,5,14730
1341,4,2,2,4,2,3,2,5,5,3,4,1,5,5,3,3,2,4,3,3,4,4,3,14987
3,1,4,3,2,3,3,5,4,3,5,5,2,3,2,4,3,3,4,5,1,6,2,13,22
958,2,4,6,5,5,5,2,3,3,3,5,1,1,3,5,6,5,2,3,6,5,1,15,82644
4,4,3,1,6,3,3,1,1,4,4,5,5,4,3,4,3,4,4,4,6,5,2,1,52
244,2,3,2,2,5,3,6,1,5,1,2,2,2,4,3,5,3,2,5,6,3,1,4,12004
442,2,5,4,6,4,4,1,2,3,1,4,2,5,3,2,5,5,2,4,3,5,3,5,18373
1329,3,4,2,2,5,1,3,1,4,4,4,4,3,4,4,4,1,2,4,1,4,1,11,68111
296,2,2,6,2,5,4,2,2,2,4,2,1,6,2,4,6,5,2,6,3,4,5,12,7482
347,4,5,4,4,3,3,3,2,3,5,2,1,5,5,4,4,2,2,3,2,3,4,5,5376
321,2,2,5,4,4,2,1,4,2,5,2,5,2,3,2,5,2,2,5,5,5,4,10,8976
635,4,3,6,4,3,5,5,5,3,5,3,4,5,5,5,5,3,3,6,5,4,1,2,16239
901,4,4,2,2,5,3,5,3,1,1,4,4,4,3,1,3,3,5,4,1,3,3,3,7372
556,2,2,4,2,3,3,3,4,5,2,5,2,6,4,2,4,4,5,3,4,5,4,0,2516
1559,4,3,3,3,2,1,3,2,1,2,4,6,5,4,3,4,5,3,3,3,4,5,7,10788
343,2,3,4,6,4,3,2,3,1,2,1,4,5,4,3,5,5,2,3,6,5,3,12,15322
365,5,2,3,1,2,4,5,5,2,3,3,2,2,2,3,4,3,4,4,2,5,5,0,4102
1261,4,4,4,2,3,1,6,2,5,3,3,1,3,4,2,4,3,3,6,4,4,3,0,5931
714,3,4,4,5,3,4,5,4,5,2,2,5,4,4,2,3,2,2,4,5,5,4,2,10796
378,2,1,5,4,3,1,5,2,4,4,4,4,5,3,2,2,2,2,6,5,5,3,6,5717
1205,3,4,5,2,4,5,3,3,3,5,1,1,2,3,1,4,5,2,4,2,4,3,0,31897
1316,2,3,5,5,4,4,4,3,2,3,4,1,1,3,1,2,2,1,5,3,4,1,14,65565
1466,4,5,1,4,4,1,4,1,2,2,5,5,6,2,2,5,2,4,3,1,5,4,9,20782
839,4,3,4,4,4,1,5,2,4,4,1,1,4,3,3,5,3,2,3,3,4,4,2,16530
1351,5,4,1,5,5,2,2,4,2,3,3,4,3,5,3,4,3,2,5,3,6,2,6,128063
748,4,2,3,6,3,5,1,3,3,1,1,3,4,2,1,2,2,1,5,2,4,2,8,50893
1144,3,2,5,1,3,5,2,4,5,4,4,2,5,3,1,2,3,4,6,5,4,3,0,7670
1077,1,2,4,6,4,3,2,5,3,4,4,4,5,3,4,4,4,3,4,4,5,2,12,31311
23,4,4,3,3,4,3,6,2,5,5,3,3,6,5,5,5,3,4,6,5,4,5,1,172
1805,4,5,2,5,4,5,3,4,5,2,1,3,3,5,3,3,3,3,4,2,5,2,3,101951
1056,2,3,4,5,3,2,2,3,5,3,2,1,2,4,2,3,4,2,3,1,5,4,3,23901
371,4,2,2,4,3,4,4,5,5,3,2,2,4,2,2,3,1,3,4,6,4,1,10,4526
1931,3,3,6,4,3,3,4,3,2,2,4,5,3,3,1,5,2,4,5,5,5,2,4,58392
1945,3,2,5,4,2,4,4,3,3,3,3,2,2,3,3,3,1,2,5,3,4,3,7,97143
1770,1,3,2,5,2,1,4,1,2,3,2,3,1,4,3,4,2,1,3,2,5,4,16,202140
463,5,5,2,2,2,2,5,5,3,2,1,3,4,3,5,3,3,4,5,2,5,4,2,2663
877,1,3,3,3,4,3,3,2,2,4,4,2,6,4,3,4,2,1,5,5,4,5,9,25081
1974,4,5,1,2,3,3,4,2,5,2,4,5,3,4,3,5,4,2,5,2,6,3,0,28281
1331,4,2,2,3,4,4,3,3,2,3,4,2,6,2,2,4,2,3,5,3,5,4,4,33228
1035,3,5,3,2,3,3,6,3,5,2,3,2,6,4,2,4,4,3,6,6,3,5,0,6901
722,4,3,5,3,4,3,2,1,2,2,4,5,4,2,4,6,3,2,3,4,5,1,11,24696
275,5,5,1,1,3,3,2,1,3,4,1,5,3,4,3,2,4,2,3,4,3,1,1,2349
1449,5,5,4,2,3,1,6,3,2,4,3,4,5,3,3,4,3,4,4,2,5,4,0,3769
838,4,5,2,5,4,4,1,5,4,3,4,6,6,3,4,4,4,1,3,2,4,1,2,17508
16,2,3,5,6,4,5,4,3,1,5,2,3,6,4,1,4,2,4,5,2,6,2,25,470
1624,2,4,2,3,5,1,2,4,2,3,1,2,4,2,2,3,5,2,5,5,4,3,1,27236
897,2,4,2,6,4,3,2,2,5,1,1,5,5,4,5,2,2,3,6,6,5,2,15,58153
1371,2,3,3,1,4,2,2,2,2,4,3,3,3,4,3,5,2,1,6,6,3,5,7,50447
1145,4,5,3,1,4,5,5,5,3,2,2,5,4,4,2,3,5,2,5,2,5,1,0,8401
986,3,4,2,1,3,4,1,4,3,2,5,5,2,4,4,3,4,2,4,5,5,4,0,12050
1371,1,5,1,4,5,5,6,5,2,3,5,3,5,2,2,6,5,1,4,5,6,1,12,26813
987,2,4,2,4,4,3,4,2,4,3,3,6,6,4,5,4,4,3,4,5,5,4,2,16871
1456,4,2,2,4,4,4,4,1,2,3,2,3,4,3,1,4,1,2,6,2,5,3,16,110244
991,4,3,4,4,4,2,4,4,2,3,5,6,5,3,1,2,5,4,6,5,5,3,4,2891
501,3,1,3,2,4,3,4,4,4,3,5,3,2,4,4,6,3,3,3,4,5,4,4,9667
809,4,4,3,4,2,2,5,4,2,3,1,2,6,4,3,5,2,4,6,3,6,2,10,20221
1034,3,3,1,1,5,5,2,2,3,4,4,3,5,3,1,3,2,4,5,2,6,1,6,45856
400,2,1,3,2,2,3,3,1,4,2,5,5,1,3,3,6,2,2,5,2,5,2,14,15135
1855,3,3,3,4,3,3,2,5,5,3,2,3,4,3,2,5,1,1,5,1,5,1,13,77511
29,2,1,3,4,5,5,5,1,2,5,3,4,3,5,3,2,2,1,5,5,5,1,16,2116
1486,2,3,5,6,5,4,5,5,4,2,4,2,1,4,2,3,2,4,4,2,3,1,11,83615
1421,2,2,2,2,4,2,3,2,2,2,1,4,5,5,4,4,4,4,4,5,4,1,6,63505
1976,4,2,5,6,2,4,4,3,1,2,2,2,2,2,2,4,2,3,3,5,4,2,13,108777
27,2,3,6,5,4,1,1,5,4,4,1,3,5,5,3,3,3,1,5,5,5,2,6,402
200,2,2,5,2,4,5,2,1,2,4,5,6,4,5,5,3,4,4,5,4,4,1,11,6331
1998,2,2,2,1,4,2,2,3,5,3,4,2,3,2,3,5,4,2,6,3,3,2,2,53368
478,3,2,5,4,4,5,4,4,2,2,2,5,2,3,1,4,2,2,3,3,6,3,8,26373
1446,3,4,2,1,3,3,4,5,4,2,3,4,4,2,2,6,4,1,6,6,5,1,1,14060
1493,3,1,5,5,3,5,4,3,3,5,4,5,1,4,2,5,2,3,5,3,4,5,4,35925
1655,3,2,2,4,5,2,1,4,4,5,3,3,4,4,3,3,5,2,3,5,5,4,0,20024
314,2,3,5,5,3,4,5,4,3,5,2,6,5,3,4,6,2,2,5,2,6,5,12,8416
433,3,5,4,5,2,5,3,4,3,4,2,2,5,5,1,5,4,5,3,2,4,4,0,2740
432,2,4,4,2,3,4,3,3,3,3,4,5,3,3,4,3,3,4,3,5,4,3,0,4730
171,5,2,3,5,3,2,6,5,2,4,3,1,5,5,1,5,1,4,3,2,4,2,16,3013
1209,3,3,4,2,4,5,1,1,4,2,5,1,6,3,3,4,2,3,4,1,5,3,5,81477
1041,3,3,3,5,4,3,3,1,4,2,1,1,3,4,3,5,4,2,4,5,4,2,5,84095
1924,3,2,4,6,4,4,5,1,3,3,3,2,5,2,2,4,2,4,4,3,6,2,13,105395
755,3,1,6,2,4,4,4,3,3,5,2,3,1,3,4,4,2,3,4,6,5,4,4,14840
738,2,1,5,4,5,2,4,4,2,3,2,3,5,4,3,5,4,5,3,4,5,2,3,19977
